"Date(UTC)","UnixTimeStamp","Value"
"4/19/2019","1555632000","61791506"
"4/20/2019","1555718400","61893168"
"4/21/2019","1555804800","61991127"
"4/22/2019","1555891200","62113000"
"4/23/2019","1555977600","62237145"
"4/24/2019","1556064000","62361456"
"4/25/2019","1556150400","62454375"
"4/26/2019","1556236800","62559755"
"4/27/2019","1556323200","62638942"
"4/28/2019","1556409600","62715640"
"4/29/2019","1556496000","62794234"
"4/30/2019","1556582400","62869677"
"5/1/2019","1556668800","62957953"
"5/2/2019","1556755200","63036725"
"5/3/2019","1556841600","63114381"
"5/4/2019","1556928000","63187855"
"5/5/2019","1557014400","63267970"
"5/6/2019","1557100800","63347355"
"5/7/2019","1557187200","63425962"
"5/8/2019","1557273600","63503107"
"5/9/2019","1557360000","63582142"
"5/10/2019","1557446400","63682881"
"5/11/2019","1557532800","63776929"
"5/12/2019","1557619200","63859226"
"5/13/2019","1557705600","63960751"
"5/14/2019","1557792000","64073829"
"5/15/2019","1557878400","64193538"
"5/16/2019","1557964800","64314061"
"5/17/2019","1558051200","64419715"
"5/18/2019","1558137600","64519160"
"5/19/2019","1558224000","64621792"
"5/20/2019","1558310400","64713701"
"5/21/2019","1558396800","64833070"
"5/22/2019","1558483200","64928428"
"5/23/2019","1558569600","65033545"
"5/24/2019","1558656000","65142733"
"5/25/2019","1558742400","65246947"
"5/26/2019","1558828800","65338277"
"5/27/2019","1558915200","65446335"
"5/28/2019","1559001600","65564460"
"5/29/2019","1559088000","65687052"
"5/30/2019","1559174400","65787698"
"5/31/2019","1559260800","65925145"
"6/1/2019","1559347200","66121037"
"6/2/2019","1559433600","66305773"
"6/3/2019","1559520000","66457950"
"6/4/2019","1559606400","66563213"
"6/5/2019","1559692800","66653053"
"6/6/2019","1559779200","66769949"
"6/7/2019","1559865600","66866768"
"6/8/2019","1559952000","66938268"
"6/9/2019","1560038400","67032880"
"6/10/2019","1560124800","67106074"
"6/11/2019","1560211200","67182793"
"6/12/2019","1560297600","67267710"
"6/13/2019","1560384000","67364217"
"6/14/2019","1560470400","67450291"
"6/15/2019","1560556800","67533236"
"6/16/2019","1560643200","67619745"
"6/17/2019","1560729600","67728150"
"6/18/2019","1560816000","67863603"
"6/19/2019","1560902400","67956476"
"6/20/2019","1560988800","68045799"
"6/21/2019","1561075200","68158248"
"6/22/2019","1561161600","68268551"
"6/23/2019","1561248000","68363811"
"6/24/2019","1561334400","68482611"
"6/25/2019","1561420800","68580407"
"6/26/2019","1561507200","68690081"
"6/27/2019","1561593600","68802037"
"6/28/2019","1561680000","68893581"
"6/29/2019","1561766400","68986319"
"6/30/2019","1561852800","69056935"
"7/1/2019","1561939200","69134853"
"7/2/2019","1562025600","69220907"
"7/3/2019","1562112000","69326918"
"7/4/2019","1562198400","69425259"
"7/5/2019","1562284800","69503626"
"7/6/2019","1562371200","69595362"
"7/7/2019","1562457600","69700333"
"7/8/2019","1562544000","69788894"
"7/9/2019","1562630400","69879358"
"7/10/2019","1562716800","69973737"
"7/11/2019","1562803200","70050048"
"7/12/2019","1562889600","70152366"
"7/13/2019","1562976000","70238269"
"7/14/2019","1563062400","70319117"
"7/15/2019","1563148800","70426260"
"7/16/2019","1563235200","70489299"
"7/17/2019","1563321600","70565526"
"7/18/2019","1563408000","70651263"
"7/19/2019","1563494400","70719333"
"7/20/2019","1563580800","70814148"
"7/21/2019","1563667200","70911714"
"7/22/2019","1563753600","71009097"
"7/23/2019","1563840000","71109030"
"7/24/2019","1563926400","71185310"
"7/25/2019","1564012800","71262134"
"7/26/2019","1564099200","71363320"
"7/27/2019","1564185600","71453650"
"7/28/2019","1564272000","71558757"
"7/29/2019","1564358400","71651145"
"7/30/2019","1564444800","71736085"
"7/31/2019","1564531200","71823911"
"8/1/2019","1564617600","71893199"
"8/2/2019","1564704000","71972389"
"8/3/2019","1564790400","72050562"
"8/4/2019","1564876800","72146482"
"8/5/2019","1564963200","72232436"
"8/6/2019","1565049600","72339760"
"8/7/2019","1565136000","72430321"
"8/8/2019","1565222400","72507060"
"8/9/2019","1565308800","72590239"
"8/10/2019","1565395200","72678252"
"8/11/2019","1565481600","72771462"
"8/12/2019","1565568000","72876019"
"8/13/2019","1565654400","72978743"
"8/14/2019","1565740800","73062589"
"8/15/2019","1565827200","73143361"
"8/16/2019","1565913600","73223928"
"8/17/2019","1566000000","73306218"
"8/18/2019","1566086400","73386237"
"8/19/2019","1566172800","73458135"
"8/20/2019","1566259200","73538608"
"8/21/2019","1566345600","73626964"
"8/22/2019","1566432000","73699065"
"8/23/2019","1566518400","73773430"
"8/24/2019","1566604800","73851723"
"8/25/2019","1566691200","73929420"
"8/26/2019","1566777600","73998342"
"8/27/2019","1566864000","74063381"
"8/28/2019","1566950400","74132784"
"8/29/2019","1567036800","74200303"
"8/30/2019","1567123200","74260706"
"8/31/2019","1567209600","74320201"
"9/1/2019","1567296000","74375474"
"9/2/2019","1567382400","74433148"
"9/3/2019","1567468800","74499132"
"9/4/2019","1567555200","74557943"
